Apartment_ID,Building Age,floor,Bedrooms ,Living room,Guest room,Bathroom,Kitchen,Storage ,Maid's room ,Terrace,Garden,Roof,Duplex,Balcony,size,city,location,furnished,furnishing_level(1-5),Price per SQM,price,floor_number,is_basement,total_rooms,amenities_score,price_per_sqm,city_enc,location_enc,predicted_price,error,error_pct,price_range
A586,2,131,3,1,1,4,1,1,1,0,0,1,0,1,205,Amman,Bunayat,0,0,600.0,123000.0,1,0,10,4,600.0,1,36,114665.01217260468,8334.987827395322,6.78,120K-180K
A587,2,132,4,1,1,4,1,1,1,0,0,1,0,1,215,Amman,Bunayat,0,0,600.0,129000.0,1,0,11,4,600.0,1,36,131133.59724643902,-2133.5972464390215,-1.65,120K-180K
A588,2,-201,3,1,1,3,1,1,1,0,1,0,0,0,200,Amman,Bunayat,0,0,600.0,120000.0,0,1,9,3,600.0,1,36,108095.46940075746,11904.530599242542,9.92,80K-120K
A589,2,-202,3,1,1,3,1,1,0,0,0,0,0,0,160,Amman,Bunayat,0,0,513.0,82080.0,0,1,9,1,513.0,1,36,82265.8097495,-185.80974949999654,-0.23,80K-120K
A590,2,-101,3,1,1,3,1,1,1,0,1,0,0,0,200,Amman,Bunayat,0,0,499.0,99800.0,0,1,9,3,499.0,1,36,108095.46940075746,-8295.469400757458,-8.31,80K-120K
A591,2,-102,3,1,1,3,1,1,1,0,1,0,0,0,190,Amman,Bunayat,0,0,474.0,90060.0,0,1,9,3,474.0,1,36,102974.36256470095,-12914.362564700947,-14.34,80K-120K
A592,2,101,3,1,1,3,1,1,1,1,1,0,0,1,200,Amman,Bunayat,0,0,602.0,120400.0,1,0,9,5,602.0,1,36,116250.55883014452,4149.441169855476,3.45,120K-180K
A593,2,102,3,1,1,3,1,1,1,1,0,0,0,0,190,Amman,Bunayat,0,0,600.0,114000.0,1,0,9,3,600.0,1,36,110657.07841020318,3342.9215897968243,2.93,80K-120K
A594,2,111,3,1,1,3,1,1,1,0,0,0,0,1,200,Amman,Bunayat,0,0,579.0,115800.0,1,0,9,3,579.0,1,36,110577.09633216512,5222.903667834878,4.51,80K-120K
A595,2,112,3,1,1,3,1,1,1,0,0,0,0,1,190,Amman,Bunayat,0,0,553.0,105070.0,1,0,9,3,553.0,1,36,107685.3722038781,-2615.372203878098,-2.49,80K-120K
A596,2,121,3,1,1,3,1,1,1,0,0,0,0,1,200,Amman,Bunayat,0,0,580.0,116000.0,1,0,9,3,580.0,1,36,110577.09633216512,5422.903667834878,4.67,80K-120K
A597,2,122,3,1,1,3,1,1,1,0,0,0,0,1,190,Amman,Bunayat,0,0,555.0,105450.0,1,0,9,3,555.0,1,36,107685.3722038781,-2235.372203878098,-2.12,80K-120K
A598,2,131,4,1,1,4,1,1,1,0,0,1,0,1,206,Amman,Bunayat,0,0,728.0,149968.0,1,0,11,4,728.0,1,36,128548.20753767448,21419.792462325524,14.28,120K-180K
A599,2,132,4,1,1,4,1,1,1,0,0,1,0,1,250,Amman,Bunayat,0,0,568.0,159894.0,1,0,11,4,639.58,1,36,148837.63991640968,11056.36008359032,6.91,120K-180K
A600,5,132,4,1,1,4,1,1,1,0,0,1,0,1,302,Amman,Bunayat,1,3,795.0,240090.0,1,0,11,4,795.0,1,36,180080.2630975409,60009.73690245909,24.99,Above 180K
A601,2,122,3,1,1,3,1,1,0,0,0,0,0,1,186,Amman,Bunayat,0,0,457.0,85000.0,1,0,9,2,456.99,1,36,93415.75842910697,-8415.758429106965,-9.9,80K-120K
A602,4,112,3,1,1,3,1,1,1,0,0,0,0,1,210,Amman,Bunayat,0,0,500.0,105000.0,1,0,9,3,500.0,1,36,106695.7101283078,-1695.7101283077936,-1.61,80K-120K
A603,10,112,3,1,1,2,1,1,1,0,0,0,0,1,172,Amman,Bunayat,0,0,500.0,86000.0,1,0,8,3,500.0,1,36,85872.36504305688,127.6349569431186,0.15,80K-120K
